,Unnamed: 0,tout,s,i,t1,t2,t3,sp0,sp1,sp2,sp3,sp,m,rh
7000,7000,-1.9916666666666667,42.16666666666666,7426.27303136779,23.92445783542137,22.86349520454459,23.026063611790107,23.06000000000001,23.72,25.0,24.020000000000003,23.950000000000006,23.87530103570252,828949.2846185951
7001,7001,-1.95,46.0,7426.27303136779,23.324790020229763,22.78242655089337,23.024551289832978,23.34,23.000000000000004,23.18,24.62,23.535000000000004,24.396409917129322,815490.2044177038
7002,7002,-1.9083333333333328,59.16666666666667,7322.822961737846,23.686690937416174,22.87289065856132,22.96403943492957,23.05,24.55,23.43,23.1,23.5325,24.686941924401523,770316.9536613474
7003,7003,-1.8666666666666667,72.33333333333333,7164.851171406765,24.16762619025751,23.007973622852848,22.978126648010374,24.87,23.88,24.60000000000001,23.090000000000003,24.110000000000007,34.46230708323981,452673.6867099043
7004,7004,-1.825,85.5,7061.401101776819,24.343378140244074,23.099895437066003,23.083629388788648,24.120000000000008,24.95000000000001,24.43,24.92000000000001,24.605000000000004,31.403806206228328,561856.7803206336
7005,7005,-1.7833333333333337,98.66666666666666,6799.979241815793,24.149582970758942,22.98795283207034,23.174856482702133,24.960000000000008,24.26,23.000000000000004,24.830000000000005,24.262500000000006,31.367280830738824,795972.2334632344
7006,7006,-1.7416666666666665,111.83333333333331,6380.585713833091,23.641805416789232,22.92593858079071,23.11834666894911,24.43,23.11,23.47,24.18,23.7975,28.16620124446772,681616.0900223565
7007,7007,-1.7,125.0,6380.585713833093,24.111902933121804,22.840112033183928,23.04607706523664,23.33,24.79,24.97,24.03000000000001,24.28,38.670680560582475,981508.2523219566
7008,7008,-1.6083333333333332,138.16666666666669,18976.212168866383,23.443607383861064,22.998786586378145,23.0147112334197,23.71,23.02,23.70000000000001,23.090000000000003,23.380000000000006,23.542225515952392,611911.9305095251
7009,7009,-1.5166666666666668,151.33333333333334,18976.212168866383,23.793944679767648,23.010369372757484,22.9900955829149,24.480000000000004,23.86,23.02,24.97,24.0825,24.360283030652763,369218.5591894097
7010,7010,-1.425,164.5,18976.212168866383,24.296067372886835,23.22233971496757,23.0845127216528,24.99000000000001,24.03000000000001,23.640000000000004,25.0,24.415000000000006,22.65696538967977,815731.7570566016
7011,7011,-1.3333333333333337,177.66666666666669,18976.212168866383,24.235827344138805,23.439727056704307,23.192526099637114,24.570000000000004,24.71,23.63,23.15,24.015,20.910614458145872,230055.01165978497
7012,7012,-1.2416666666666665,190.8333333333333,18502.297164801366,23.87225701471029,23.107411423518148,23.16952015659593,24.12000000000002,24.38000000000001,23.22000000000001,23.56000000000001,23.82000000000001,18.069156461939567,155170.80909013856
7013,7013,-1.15,204.0,18191.946955911524,24.62142775755981,23.334495189807075,23.20280820655817,24.87,24.61000000000001,25.0,24.570000000000004,24.762500000000006,25.12024403178617,967086.1430338123
7014,7014,-1.0583333333333331,219.16666666666669,18191.94695591153,24.189087669014512,23.49349636830909,23.31369026477811,23.24999999999999,24.979999999999986,24.48999999999998,24.36999999999999,24.27249999999999,28.16773033716373,700931.6674013116
7015,7015,-0.9666666666666668,234.33333333333337,18191.946955911524,23.812799019030685,23.54927497736871,23.362039072819012,23.07,23.34,24.85,24.94,24.05,22.427624708524466,838038.36679688
7016,7016,-0.875,249.5,18191.94695591153,24.003296847745446,23.18090615824605,23.34738344858663,23.3,23.99000000000001,25.0,24.65,24.235,20.511864321565326,504749.91520414077
7017,7017,-0.7833333333333332,264.66666666666663,18191.94695591153,24.448451421043945,23.42223335683427,23.34292993610235,24.19,24.7,25.0,24.96,24.7125,25.67824871686468,875335.0591391444
7018,7018,-0.6916666666666667,279.83333333333337,18191.94695591153,23.850689699958753,23.35011777628263,23.333978560725363,24.76000000000001,23.90000000000001,23.000000000000004,23.02,23.67,25.51433600498683,562265.4502843532
7019,7019,-0.6,295.0,18191.94695591153,23.64071523776328,23.14780494910513,23.24437205974537,23.000000000000004,24.65,23.67000000000001,23.000000000000004,23.580000000000005,30.67232834705155,294791.48722152994
